"global_category","indicator_name","value","count"
"Overview","Capacity building needed to implement NDC","n/a",271
"Overview","Capacity building needed to implement NDC","MRV system",4
"Overview","Capacity building needed to implement NDC","Not Specified",3
"Overview","Capacity building needed to implement NDC","$523 million for the period 2015-2030, of which energy sector alone accounts for $450 million | Training stakeholders | Institutional development | Technical assistance for sectoral mitigation programmes | Support for R&D and innovation | COP should also develop appropriate mechanisms to facilitate these tech transfers, depending on the specific needs for each mitigation measure adopted",2
"Overview","Capacity building needed to implement NDC","Adjustment of national development strategies and policies to include climate change, Improvement of the legislative and regulatory framework, MRV",2
"Overview","Capacity building needed to implement NDC","Analysis of spending and investment in technology | mapping of needs and technological priorities | implementation synergies for climate change mitigation and adaptation | creating forecast models | training and coaching support regarding climate change actions | tools promoting research and capacity building of local communities",2
"Overview","Capacity building needed to implement NDC","At all levels: Relationship between development, energy and climate change | Monitoring/evaluation: integration of climate and energy thinking in all sectoral policies | Sectors: implementation of low-carbon development | Development of partnerships between companies and research centers on the development of low-carbon solutions",2
"Overview","Capacity building needed to implement NDC","Capacities to develop renewable energy",2
"Overview","Capacity building needed to implement NDC","Capacity building needs have been identified in sectoral climate change action plans",2
"Overview","Capacity building needed to implement NDC","Creating assessments | Monitoring Reporting and Verification (MRV) framework | plan, design, implement, manage, operate and maintain installed energy technologies | human, technical and institutional capacity development",2
"Overview","Capacity building needed to implement NDC","Cross-sectional coordination and engagement | Capacity development for Non-government institutions | Development of a national climate change strategy and action plan | Sub-national Capacity in adaptation planning and implementation | Data capacity",2
"Overview","Capacity building needed to implement NDC","Developing national MRV systems",2
"Overview","Capacity building needed to implement NDC","Domestic MRV system",2
"Overview","Capacity building needed to implement NDC","Enhancement of data and information management and distribution mechanisms, Reinforcement of climate change impact tracking systems, Improvement of scientific and technological research on mitigating and adapting to climate change, Improvement of the legislative and regulatory framework for handling climate change as part of investment programmes and the promotion of public-private partnerships, Strengthening of the information and data communication and exchange system",2
"Overview","Capacity building needed to implement NDC","Enhancing awareness and capacity through education, research in priority areas | Institutional strengthening will also be essential for successful implementation of the intended actions.",2
"Overview","Capacity building needed to implement NDC","For policy makers and implementers: how to take low emission development into consideration | For renewable energy project development | For sustainable agriculture, use of agricultural waste",2
"Overview","Capacity building needed to implement NDC","Frameworks for project delivery | develop MRV system for energy supply and efficiency | advance land use change accounting",2
"Overview","Capacity building needed to implement NDC","Hydrological and meteorological monitoring and forecasting, early warning of natural disasters and hazards, climate change adaptation | training of experts and technical staff",2
"Overview","Capacity building needed to implement NDC","Implementation of Monitoring and Progress Report System",2
"Overview","Capacity building needed to implement NDC","Institutional and legal capacity",2
"Overview","Capacity building needed to implement NDC","Institutional capacity: information and knowledge management, systematic assessments, links between the various departments, long term cooperate | plan to guide the implementation",2
"Overview","Capacity building needed to implement NDC","Institutionalization of coordination, monitoring, reporting and verification of climate change | Strengthening the Environment Protection Agency for effective and efficient provision of technical policy advice",2
"Overview","Capacity building needed to implement NDC","NAMA and NAP",2
"Overview","Capacity building needed to implement NDC","National GHG inventory, MRV system",2
"Overview","Capacity building needed to implement NDC","New competencies and skills need to be developed",2
"Overview","Capacity building needed to implement NDC","North Korea communicates in INDC capacity development needs in the following areas: waste mangement, prevention of disastrous events, climate chang research, intergreted water resource management, intergreted coastal zone management.",2
"Overview","Capacity building needed to implement NDC","R&D, education, climate change modelling and risks",2
"Overview","Capacity building needed to implement NDC","Research on climate smart agricultural practices | building of climate information systems | PPP",2
"Overview","Capacity building needed to implement NDC","Researchers and scientists should be in a position to conduct joint/collaborative research in a broad spectrum of thematic areas",2
"Overview","Capacity building needed to implement NDC","Setting up an appropriate accounting system (MRV)",2
"Overview","Capacity building needed to implement NDC","South-south cooperation | Planning | methods and tools to assess climate impacts, vulnerability and adaptation in specific sectors and regions |  climate information systems | early warning systems",2
"Overview","Capacity building needed to implement NDC","Strengthen inter-agency operations (national, regional, international) | establish professional training on climate-related issues",2
"Overview","Capacity building needed to implement NDC","Support for the priority sectors AFOLU and Energy: good practices of climate-smart agriculture | integrated water resources management (IWRM), urban waste management | Strategic Environmental and Social Assessments (SESA) Environmental and Social Impact Assessments (ESIA) | Measurement, Notification and Verification (MVN) procedures | Project registration",2
