"global_category","indicator_name","value","count"
"Overview","Description of fairness","<p>EU communicated the following information describing how its INDC is fair and ambitious.</p><p>""The target represents a significant progression beyond its current undertaking of a 20% emission reduction commitment by 2020 compared to 1990 (which includes the use of offsets). It is in line with the EU objective, in the context of necessary reductions according to the IPCC by developed countries as a group, to reduce its emissions by 80-95% by 2050 compared to 1990. Furthermore, it is consistent with the need for at least halving global emissions by 2050 compared to 1990. The EU and its Member States have already reduced their emissions by around 19% on 1990 levels while GDP has grown by more than 44% over the same period. As a result, average per capita emissions across the EU and its Member States have fallen from 12 tonnes CO<sub>2</sub>-eq. in 1990 to 9 tonnes CO<sub>2</sub>-eq. in 2012 and are projected to fall to around 6 tonnes CO<sub>2</sub>-eq. in 2030. The emissions in the EU and its Member States peaked in 1979.""</p>",58
"Overview","Description of fairness","Not Specified",41
"Overview","Description of fairness","""The IPCC Special Report on global warming of 1.5°C shows that pathways limiting warming to 1.5°C typically achieve net zero greenhouse gas emissions at global level in the second half of this century. This enhanced NDC is in line with the EU’s agreed objective of achieving a climate-neutral EU by 2050. The EU therefore considers the enhanced NDC to be a fair contribution towards the global temperature goal of the Paris Agreement.""",28
"Overview","Description of fairness","<p>The Republic of Suriname communicated the following information describing fairness, equity, and ambition.</p><p>""The Republic of Suriname is a carbon negative society, absorbing much more carbon than it generates. GHG emissions are negligible at approximately 7 million tons of carbon. And, with approximately 94% of land area under tropical rainforests, Suriname performs a key function as a global carbon sink absorbing more than 8.8Mt CO2 annually. As such, Suriname&rsquo;s proposed contributions are ambitious, fair and equitable and represent a commitment towards climate compatible development and global climate change mitigation.""</p>",3
"Overview","Description of fairness","</p>Kiribati communicated the following information describing how its INDC is fair and ambitious.</p> <p>""Kiribati is a LDC SIDS that is in no way responsible for the unfolding climate change catastrophe, yet Kiribati is extremely vulnerable to climate change impacts.</p> <p>Current (2014) greenhouse gas emissions from Kiribati are approximately 63,000tCO<sub>2</sub>e/year. This is extremely small: representing approximately just 0.0002% of global emissions.</p> <p>Kiribati also has very low per capita emissions, at just: 0.6tCO<sub>2</sub> per person in 2014. This is less than the average per capita emissions of sub-Saharan Africa (0.8tCO<sub>2/</sub>capita), and less than half of the estimated level required to stay below 2<sup>o</sup>C of warming, of around 1.5tCO<sub>2</sub>e/capita.&nbsp;</p> <p>Accordingly, ANY contribution from Kiribati is more than fair, and must be considered ambitious, given the extraordinary circumstances of Kiribati.""</p> <p>Equity</p> <p>""The Republic of Kiribati is a smallest contributor to the greenhouse gas emissions by any measurable indicator and yet it is at the frontline of the wrath of climate change and sea level rise. Kiribati has a right to develop its economy and improve the well-being of its population. Thus Kiribati's contribution towards limiting the global temperature to below 20C relative to preindustrial levels provides a moral imperative as a global citizen. The government has embarked on a number of actions which will result in increasing the use of renewable energy technologies, improve energy security and reduction of GHG emissions. However, the main focus for long term sustainable development still remains adaptation to climate change by addressing the adverse impacts of climate change and its consequent sea-level rise.""</p>",2
"Overview","Description of fairness","<p class=""Default"">&ldquo;El nivel propuesto es leg&iacute;timo. En t&eacute;rminos de emisiones, la Rep&uacute;blica de Honduras representa menos del 0.1% de las emisiones mundiales. Las emisiones per c&aacute;pita de 2012 (2,38 t CO<sub>2</sub>eq / hab. y a&ntilde;o) est&aacute;n por debajo de la media de Latinoam&eacute;rica y El Caribe, sin embargo, la tendencia de las emisiones de algunos sectores econ&oacute;micos son importantes, en especial, transporte, energ&iacute;a y residuos.&rdquo;</p> <p>The proposed level is legitimate. In terms of emissions, the Republic of Honduras represents less than 0.1% of global emissions. The per capita emissions in 2012&nbsp; (2.38 tCO<sub>2</sub>e / capita) was below the Latin American and the Caribbean average, however, the trend in emissions of some economic sectors are important, especially for transport, energy and waste.</p>",2
"Overview","Description of fairness","<p class=""Default"">&ldquo;La r&eacute;duction de 32% en 2035 est du m&ecirc;me ordre ou sup&eacute;rieure &agrave; celle propos&eacute;e par des pays comparables ou de la sous-r&eacute;gion. Ce niveau d&rsquo;engagement tient compte des efforts accomplis ou en cours pour r&eacute;duire les &eacute;missions / augmenter les puits de carbone (reboisement, gestion durable des for&ecirc;ts).&rdquo;</p> <p class=""Default"">The 32% reduction in 2035 is similar or superior to that offered by comparable countries or the sub-region. This level of commitment reflects accomplished or ongoing efforts to reduce emissions / increase carbon sinks (reforestation, sustainable forest management).</p>",2
"Overview","Description of fairness","<p>""Bolivia has proposed a fair and equitable sharing of atmospheric space, taking into account the capacity for regeneration and protection of the integrity of Mother Earth. To not exceed 1.5 degree temperature by 2050, the budget set by the Intergovernmental Panel on Climate Change (IPCC) is 650 GtCO<sub>2</sub>. In order to implement the distribution of remaining carbon budget that would ensure the stabilization of concentrations of greenhouse gases in the atmosphere, Bolivia has proposed a Climate Justice Index for the fair and equitable sharing of the global emissions budget; moreover this means of distribution would impart the carbon budget based on the following indicators:</p> <p>a) <em>Historical responsibility</em>. Includes responsibility for the cumulative emissions since the pre-industrial era (1750-2010).<br />b) <em>Ecological Footprint</em>. A calculation based on the amount of land, water and forest people of the countries need to satisfy all the goods consumed and to assimilate the waste they generate.<br />c) <em>Capacity development</em>. Represents the conditions of economic and social development of each country.<br />d) <em>Technological capacity</em>. Measures the ability of countries considering their technological development based on expenditures on Research &amp; Development and industrial performance of each of them, considering their capacity to produce and export goods with high technology.</p> <p>This index fairly determines the effort required by each country to stay within the budget of remaining emissions that corresponds to them. This implies that countries with high historical responsibility, high ecological footprints, greater development and greater technological capabilities, have a smaller share of the budget.</p> <p>As a result of implementing the Bolivian index proposal, non- Annex I countries would have a total of 89% of the budget and Annex I countries only 11%. Also, to perform monitoring and sanction non-compliance with international commitments involves establishing an <em>International Climate Justice Tribunal</em>.""</p>",2
"Overview","Description of fairness","<p>""Climate change is a global issue that requires the collaboration of the international community. For years, in accordance with the principles of equity and common but differentiated responsibilities and respective capabilities, the Parties to the United Nations Framework Convention on Climate Change (hereinafter referred to as the Convention) have been working to enhance cooperation and achieved positive progress in the implementation of the Convention. To further enhance the&nbsp;full, effective and sustained implementation of the Convention, negotiations and consultations are now under way on enhanced actions beyond 2020, so as to reach an agreement at the Conference of the Parties to the Convention in Paris at the end of 2015. This will open up a new prospect for green and low-carbon development across the globe and promote sustainable development worldwide.</p> <p>As a developing country with a population of more than 1.3 billion, China is among those countries that are most severely affected by the adverse impacts of climate change. China is currently in the process of rapid industrialization and urbanization, confronting with multiple challenges including economic development, poverty eradication, improvement of living standards, environmental protection and combating climate change. To act on climate change in terms of mitigating greenhouse gas emissions and enhancing climate resilience, is not only driven by China&rsquo;s domestic needs for sustainable development in ensuring its economic security, energy security, ecological security, food security as well as the safety of people&rsquo;s life and property and to achieve sustainable development, but also driven by its sense of responsibility to fully engage in global governance, to forge a community of shared destiny for humankind and to promote common development for all human beings.""</p>",2
"Overview","Description of fairness","<p>""DPR Korea's GHG emission is 65 714GgCO2e in 2000, which accounts for 0.16% of the World GHG emission in 2000 (40GtCO2e). With the GHG emission of 2.9tCO2e per capita in 2000, DPR Korea is one of low GHG emitting countries in terms of emissions per capita. GHG emission per capita will be increased to 6.5tCO2e in 2030, but it will be still below the world average.""</p>",2
"Overview","Description of fairness","<p>""Georgia's INDC is fair and ambitious because despite the fact that national GHG emissions of Georgia represents only approximately 0.03% of global emissions, Georgia is committed to contribute in joint efforts to combat climate change by transforming its economy to low carbon and climate resilient pathway The INDC is Georgia's first quantified international commitment to mitigate climate change. The main share of mitigation actions will be implemented with national resources, in an unconditional manner. Only conditional measures will require international support.""</p>",2
"Overview","Description of fairness","<p>""GHG emissions of the Kyrgyz Republic are small. In 2010, the share of the Republic in global GHG emissions from fossil fuel combustion was 0.023%. Per capita GHG emissions of the Kyrgyz Republic are less than one-third of the world average.</p> <p>The low emissions of Kyrgyz Republic are largely because 90% of the total electricity generation is supplied by the hydroelectric power plants. However, the expected climate change impacts will decrease the water flow after the 30s and, consequently, reduce the hydropower resources potential. As a result, even with an annual GDP growth of 4%, the electricity demand for Kyrgyzstan's economy would be much more that can be met through the hydropower capacities.</p> <p>The Kyrgyz Republic is a lower middle income country with 637.3 pc income, compared to global average per capita income of 8054.6 (2014, $2005). To meet its development needs the economy is expected to grow and so will do the GHG emissions. The increase in GHG emissions is expected to be much faster than in the developed countries. Despite this, the long term vision of the Kyrgyz Republic is to limit the per capita GHG emissions to a very low level of 1.58 t CO<sub>2</sub> in line with 2&deg;C objective. Hence, the ambition and fairness of the national efforts, submitted in the INDC, is evident and equitable in the face of a sharp growth of the country's economic level.""</p>",2
