"global_category","indicator_name","value","count"
"Sectoral Information","Sectoral Conditional Actions","As priority sector of the economy, it include climate change  considerations in their planning instruments and will be implementing innovative adaptation actions",10
"Sectoral Information","Sectoral Conditional Actions","Community based Adaptation seek looking to empower the population to face climate change impacts, by increasing the resilience agriculture producers, developing safeguards for securing water supply and sustainable coastal zone development.",6
"Sectoral Information","Sectoral Conditional Actions","Mainstream climate adaptation into sectoral plans including for agriculture, fisheries, water and health",6
"Sectoral Information","Sectoral Conditional Actions","Based on existing national action plans on sustainable land management, implement Integrated, sustainable land management promoting fixed/permanent agriculture, reduced burning, reduced erosion, and increased soil fertility.",4
"Sectoral Information","Sectoral Conditional Actions","Build climate proofed and environmentally sustainable infrastructure to protect water sources (springs, streams, wells, etc.) in order to provide safe water access for food production, sanitary uses, ecosystems and industry development, and water supplies during climate change extreme event periods.",4
"Sectoral Information","Sectoral Conditional Actions","Creation of conditions for reproduction and conservation of genofond and population health in Priaralie, development of the social infrastructure, extensive network of medical and educational organizations;",4
"Sectoral Information","Sectoral Conditional Actions","Develop integrated agroforestry and watershed management including climate change dimensions.",4
"Sectoral Information","Sectoral Conditional Actions","Diversification of income generating activities in order to increase adaptive capacity of vulnerable farmers‘ communities in order to achieve Food security/reduce poverty|Strengthening of enabling environment/activities to empower vulnerable communities including through: establishment of markets in vulnerable areas, awareness and access to information by vulnerable groups/communities etc",4
"Sectoral Information","Sectoral Conditional Actions","Education and awareness and conduct a pilot demonstration on sustainable agriculture and forest management that increases resilience and reduces climate related impacts of shifting cultivation and unsustainable upland farming practices.",4
"Sectoral Information","Sectoral Conditional Actions","Reforestation of degraded land to prevent landslides and provide a sustainable fuel wood source in priority areas with high vulnerability to climate-related risks.",4
"Sectoral Information","Sectoral Conditional Actions","Strengthen the adaptive capacity of the most vulnerable groups and communities through social safety nets and insurance schemes",4
"Sectoral Information","Sectoral Conditional Actions","""Strengthen the capacity of the tourism sector towards climate resilience and sustainable growth by enhancing disaster management and climate risk reduction.""",3
"Sectoral Information","Sectoral Conditional Actions","Application of biomass-to-energy technology",3
"Sectoral Information","Sectoral Conditional Actions","Enhanced emergency preparedness and response at all levels.",3
"Sectoral Information","Sectoral Conditional Actions","Enhanced local livelihoods and community resilience for all Marshallese people.",3
"Sectoral Information","Sectoral Conditional Actions","Enhancement of climate and disaster-resilience.",3
"Sectoral Information","Sectoral Conditional Actions","Ensure climate-resilient public infrastructure; |Pursue facilitative, stakeholder-driven methods to increase resiliency of privately-owned structures and resources.",3
"Sectoral Information","Sectoral Conditional Actions","Establish and support an enabling environment for improved coordination of disaster risk management/climate change adaptation in the Marshall Islands; |Integrated approach to development planning, including consideration of climate change and disaster risks; |Public education and awareness of effective CCA and DRM from the local to national level.",3
"Sectoral Information","Sectoral Conditional Actions","Implementation of waste-to-energy technology",3
"Sectoral Information","Sectoral Conditional Actions","Improved energy security, working towards a low carbon emission future .",3
"Sectoral Information","Sectoral Conditional Actions","Installation of micro-hydro power units in river systems",3
"Sectoral Information","Sectoral Conditional Actions","Installation of solar panel parks",3
"Sectoral Information","Sectoral Conditional Actions","Installation of wind mills",3
"Sectoral Information","Sectoral Conditional Actions","Protect ecosystem resources.",3
"Sectoral Information","Sectoral Conditional Actions","Research and vulnerability assessments|Mainstreaming climate change in the social and productive sectors (in the coastal zone as well as the interior)",3
"Sectoral Information","Sectoral Conditional Actions","""Changing the production structure and varieties of plants and animals, adjusting cultivation calendars, agricultural production techniques towards climate-resilience""",2
"Sectoral Information","Sectoral Conditional Actions","""Halt deterioration, rehabilitate and conserve coral reefs throughout the archipelago, with priority on the ridges that border the insular platform and protect urbanized beaches for tourist use.""<br>""Avoid overfishing of fish that favor corals""",2
"Sectoral Information","Sectoral Conditional Actions","100% of the national territory covered by climate change plans formulated and being implemented|A National System of Adaptation Indicators that allows the monitoring and evaluation of the implementation of adaptation measures|Inclusion of climate change considerations in projects of  national and strategic interest",2
"Sectoral Information","Sectoral Conditional Actions","A National Building Code to be established to provide guidance to the planners, architects and engineers to integrate climate and weather related factors into the designs of buildings and facilities. The building code will help to increase resilience and climate proofing.",2
"Sectoral Information","Sectoral Conditional Actions","A national plan for dealing with Food security",2
"Sectoral Information","Sectoral Conditional Actions","A proposal to support the implementation of an Urban Ecosystem-Based Adaptation project in the capital city of Kingston",2
"Sectoral Information","Sectoral Conditional Actions","A sustainable modern agriculture supported by new and innovative technologies across all food production supply and value chains, and by skilled and qualified human resources|Integrate of Early warning systems in agriculture|Invest in research and innovation to strengthen Seychelles‘ climate resilience",2
"Sectoral Information","Sectoral Conditional Actions","A transition from relying on imported fossil fuels by putting in place an indigenous solar energy supply is also an adaptation strategy to become more resilient and has as a co-benefit, mitigation.",2
"Sectoral Information","Sectoral Conditional Actions","Aawareness programs are carried out to spread the idea of using less energy consumption devices and energy efficient building structures through thermal insulation systems",2
"Sectoral Information","Sectoral Conditional Actions","Achieving the sanitation (wastewater and rainwater) cities: Nouakchott, Rosso, Kaedi, Kiffa Nouadhibou, Nema, Aioun, Timbédra, Akjoujt Atar; |The realization of hydrogeological synthesis and evaluation of water resources in difficult or vulnerable areas and the extension of regular monitoring capturing all fields with the remote transmission system; |The completion of the diversion project in drinking water (AEP) in 4 provinces of the North zone of the country; |Drinking water supply systems (AEP) in Rural equipped with solar; |Rehabilitation and integrated management and sustainable wetlands against the effects of climate change.",2
"Sectoral Information","Sectoral Conditional Actions","Adapt crop calendars and production techniques.",2
"Sectoral Information","Sectoral Conditional Actions","Adapt public service facilities, including school buildings, to withstand storms and excess heat |Undertake research to better understand the health impacts of climate change in Nigeria",2
"Sectoral Information","Sectoral Conditional Actions","Adapt to our national, the World Meteorological Organization- Global Framework for Climate services (WMO-GFCS) to Nigeria's needs (National Framework for Application of Climate services - NFACS) to reduce vulnerability of communities through enhanced advocacy and implementation of the five Pillars of the Framework",2
"Sectoral Information","Sectoral Conditional Actions","Adaptation action in communities addresses real, current and priority vulnerabilities.",2
"Sectoral Information","Sectoral Conditional Actions","Adaptation by Reducing Risks among Vulnerable Populations from Natural Disasters",2
"Sectoral Information","Sectoral Conditional Actions","Adaptation Using Integrated Water Resources Management to Ensure Water Access and Supply to Vulnerable Populations and Sectors",2
"Sectoral Information","Sectoral Conditional Actions","Adapting the institutional and regulatory framework to climate change|Reinforcing institutional and human capacities in combating climate change|Establishing a monitoring and early warning system and capacity building with regard to extreme climate events management|Elaborating regional and local plans for adaptation to climate change",2
"Sectoral Information","Sectoral Conditional Actions","Adaptive and integrated land management",2
"Sectoral Information","Sectoral Conditional Actions","Adaptive and integrated water management",2
"Sectoral Information","Sectoral Conditional Actions","Add value to agricultural products through processing to meet its own market demand for food stuffs",2
"Sectoral Information","Sectoral Conditional Actions","Address infrastructural deficiencies of Sanitation services in Kanifing Municipality and Brikama Area Council|Develop and apply infrastructure construction and management codes/guidelines under climate change|Improved road infrastructure and drainage systems",2
"Sectoral Information","Sectoral Conditional Actions","Address issues of rapid deforestation, limited involvement of communities in forest resource management, weak institutional capacity, lack of an approved forestry policy framework, fragmented environmental management and limited awareness of the importance of forests to national development",2
"Sectoral Information","Sectoral Conditional Actions","Adjustment of fishing, aquaculture and fish farming systems.",2
"Sectoral Information","Sectoral Conditional Actions","Adopt and promote integrated water management",2
"Sectoral Information","Sectoral Conditional Actions","Adopt better soil management practices|Increase planting of native vegetation cover and promotion of re-greening efforts",2
"Sectoral Information","Sectoral Conditional Actions","Adopt sustainable land management interventions to improve vegetative cover",2
"Sectoral Information","Sectoral Conditional Actions","Adopt sustainable water management interventions to improve vegetative cover",2
"Sectoral Information","Sectoral Conditional Actions","Adopting more effective and rapid electronic exchange of surveillance data for rapid intervention, and establish, with the relevant ministry(ies), access to real-time air quality monitoring data to establish the link between respiratory diseases and air pollution and climate change;|Introducing new indicators that are useful for protecting health, such as Air Quality Index, UV index, in cooperation with the relevant institutions.",2
"Sectoral Information","Sectoral Conditional Actions","Adoption and diffusion of appropriate technologies for water harvesting and|efficient use",2
"Sectoral Information","Sectoral Conditional Actions","Adoption of Sustainable Land Management to Build Resilient Rural Livelihoods and Enable National Food security",2
