"global_category","indicator_name","value","count"
"Sectoral Information","Sectoral Policies","NAPA",16
"Sectoral Information","Sectoral Policies","National Adaption Programme of Action (NAPA) 2007",11
"Sectoral Information","Sectoral Policies","National Water Sector Strategy, 2012",8
"Sectoral Information","Sectoral Policies","National Health Policy",6
"Sectoral Information","Sectoral Policies","Food and Agriculture Sector Development Policy;| Ghana‘s Medium-term; Agriculture sector investment plan; |Ghana Agriculture Investment Programme",4
"Sectoral Information","Sectoral Policies","Forestry and Agriculture Plan",4
"Sectoral Information","Sectoral Policies","Joint National Action Plan for Climate Change Adaptation and Disaster Risk Reduction (JNAP)",4
"Sectoral Information","Sectoral Policies","National Agricultural Strategy, 2008-2015 (2008).",4
"Sectoral Information","Sectoral Policies","National Initiative on Climate Resilient Agriculture (NICRA)",4
"Sectoral Information","Sectoral Policies","National Water Policy",4
"Sectoral Information","Sectoral Policies","To  reduce existing levels of vulnerability, prevention, and mitigation of disasters and also to provide appropriate response, rehabilitation and reconstruction.",4
"Sectoral Information","Sectoral Policies","Law No. 37/2014 on Soil and water conservation",3
"Sectoral Information","Sectoral Policies","-˜Give It Up‘ Campaign to encourage citizens to give up subsidy on cooking gas to meet the needs of the truly needy citizens, thereby promote shift away from inefficient use of biomass in rural areas.",2
"Sectoral Information","Sectoral Policies","""Ministry of Energy and Water’s National Water Sector Strategy (NWSS) and Ministry of Agriculture’s 2020-2025 Strategy""",2
"Sectoral Information","Sectoral Policies","Adaptation sectoral plans for agriculture",2
"Sectoral Information","Sectoral Policies","Adaptation sectoral plans for primary road network",2
"Sectoral Information","Sectoral Policies","Adopt the current Disaster risks reduction Policy into a comprehensive Climate Policy",2
"Sectoral Information","Sectoral Policies","Agricultural Revival Program (ARP)",2
"Sectoral Information","Sectoral Policies","Agriculture and Natural Resources Policy|The National Environmental Management Act (NEMA)|Biodiversity and Wildlife Management policies",2
"Sectoral Information","Sectoral Policies","Agriculture sector adaptation strategy",2
"Sectoral Information","Sectoral Policies","Align the climate change policy and strategy components of the National Water Policy with the 2003 Water Act",2
"Sectoral Information","Sectoral Policies","Biodiversity Plan",2
"Sectoral Information","Sectoral Policies","Building Control Act",2
"Sectoral Information","Sectoral Policies","Climate Change Adaptation and Health Plan (2013)",2
