"global_category","indicator_name","value","count"
"Sectoral Information","Implementing Agency for Sectoral Unconditional Actions","FAO",6
"Sectoral Information","Implementing Agency for Sectoral Unconditional Actions","UNDP",6
"Sectoral Information","Implementing Agency for Sectoral Unconditional Actions","The Pan-Canadian Framework",5
"Sectoral Information","Implementing Agency for Sectoral Unconditional Actions","At the national level, the progress of implementation of adaptation measures is under control of the government and relevant ministries and agencies. Regularly 2 times a year all ministries, departments prepare reports for the higher instances on implementation of the National Strategy of Turkmenistan on Climate Change and national adaptation plans.",4
"Sectoral Information","Implementing Agency for Sectoral Unconditional Actions","Ministry of Energy and Water & National Directorate of Renewable Energy",4
"Sectoral Information","Implementing Agency for Sectoral Unconditional Actions","Ministry of Public Health (MSP)",4
"Sectoral Information","Implementing Agency for Sectoral Unconditional Actions","the CZMAI and municipal authorities",4
"Sectoral Information","Implementing Agency for Sectoral Unconditional Actions","Government, GEF",3
"Sectoral Information","Implementing Agency for Sectoral Unconditional Actions","The World Bank",3
"Sectoral Information","Implementing Agency for Sectoral Unconditional Actions","ADB|Federal Ministry of Economic Cooperation and Development|GEF, ADF",2
"Sectoral Information","Implementing Agency for Sectoral Unconditional Actions","AfDB|FAO",2
"Sectoral Information","Implementing Agency for Sectoral Unconditional Actions","African Development Bank (AfDB)",2
"Sectoral Information","Implementing Agency for Sectoral Unconditional Actions","Agence de Gestion Durable des Ressources Forestières (AGDRF)",2
"Sectoral Information","Implementing Agency for Sectoral Unconditional Actions","Delta Wind",2
"Sectoral Information","Implementing Agency for Sectoral Unconditional Actions","Global Cliamte Change Alliance's Intra-ACP (Africa, Caribbean and Pacific)",2
"Sectoral Information","Implementing Agency for Sectoral Unconditional Actions","IFAD, GEF, ASAP, Chadian government |Not Available",2
"Sectoral Information","Implementing Agency for Sectoral Unconditional Actions","Ministry of Sustainable Development",2
"Sectoral Information","Implementing Agency for Sectoral Unconditional Actions","Public Utilities Corporation|Not Available",2
"Sectoral Information","Implementing Agency for Sectoral Unconditional Actions","Secretary of State in charge of National Solidarity and the ADDS (Djibouti Social Development Agency),",2
"Sectoral Information","Implementing Agency for Sectoral Unconditional Actions","The Government of Indonesia",2
"Sectoral Information","Implementing Agency for Sectoral Unconditional Actions","The Ministry of Agriculture and Fisheries, Seychelles Agriculture Agency, Seychelles Fishing Authority",2
"Sectoral Information","Implementing Agency for Sectoral Unconditional Actions","UNDP with line ministries, CSOs, communities and other stakeholders",2
"Sectoral Information","Implementing Agency for Sectoral Unconditional Actions","UNDP, GEF",2
"Sectoral Information","Implementing Agency for Sectoral Unconditional Actions","UNDP, GEF|Japan International Cooperation Agency (JICA)",2
"Sectoral Information","Implementing Agency for Sectoral Unconditional Actions","Centre for Climate Research Singapore (CCRS) <br>Meteorological Service Singapore",1
"Sectoral Information","Implementing Agency for Sectoral Unconditional Actions","Department for Social Prosperity",1
"Sectoral Information","Implementing Agency for Sectoral Unconditional Actions","Government of Belize",1
"Sectoral Information","Implementing Agency for Sectoral Unconditional Actions","Government, GEF|Government, GEF",1
"Sectoral Information","Implementing Agency for Sectoral Unconditional Actions","Government, GEF|Government, IFAD",1
"Sectoral Information","Implementing Agency for Sectoral Unconditional Actions","Government, IFAD, OPEC, ASAP|Not Available",1
"Sectoral Information","Implementing Agency for Sectoral Unconditional Actions","Ministry of Agriculture and Livestock (MAG)",1
"Sectoral Information","Implementing Agency for Sectoral Unconditional Actions","Ministry of Environment (MAE)",1
"Sectoral Information","Implementing Agency for Sectoral Unconditional Actions","Ministry of Housing, City and Territory",1
"Sectoral Information","Implementing Agency for Sectoral Unconditional Actions","Ministry of Transportation and Public Works (MTOP)",1
"Sectoral Information","Implementing Agency for Sectoral Unconditional Actions","Ministry of Urban Development and Housing (MIDUVI)",1
"Sectoral Information","Implementing Agency for Sectoral Unconditional Actions","S$190 million will be spent in 2020",1
"Sectoral Information","Implementing Agency for Sectoral Unconditional Actions","Water Secretariat (SENAGUA)",1
"Sectoral Information","Implementing Agency for Sectoral Unconditional Actions","Water Secretariat (SENAGUA) | Ministry of Urban Development and Housing (MIDUVI)",1
