"global_category","indicator_name","value","count","Not Applicable","Not Specified","GDP (2005) at 2010 prices: S$232.77 billion (Source: Department of Statistics"," Singapore)</br>Singapore&rsquo;s GHG emissions per S$GDP (at 2010 prices) in 2030 is projected to be 0.113 kgCO<sub>2</sub>e/S$.","<p>""Carbon intensity is calculated as the relationship between the total amount of greenhouse gas emissions (expressed in tons of CO<sub>2</sub> equivalent) and the GDP"," with 2005 set as a continuous baseline.""</p>","<p>""Increasing of greenhouse gas emissions depend first of all on growth of energy consumption. The intensive economic growth"," accompanied by the growth of production and consumption of energy resources will inevitably lead to further increases in greenhouse gas emissions.""</p><p>""Forecast of the volume of energy consumption in Turkmenistan until 2030 is calculated on the basis of the baseline scenario of economic development. The baseline scenario takes into consideration measures envisaged in the National Program for social-economic development of Turkmenistan for the period 2011-2030 in compliance with needs of the economy"," its active modernization and transition to industrial-innovative type of development"," targeted programs"," laws and regulations adopted in 2007 &ndash; 2014. Under this scenario"," in 2030 the total volume of production of primary and secondary energy resources will reach 288 740.4 thousand toe. The production volume of energy resources will increase at 3.76 times as compared to 2012. In 2030"," consumption of primary and secondary energy resources will amount to 81 475.9 thousand toe"," which is 2.3 times more than in 2012.""</p>","<p>GDP in the base year (constant price at 2005): RM 543.578 billion</p>","<p>Not Applicablebut includes the following information</p> <p>""Brazil's iNDC corresponds to an estimated reduction of 66% in terms of greenhouse gas emissions per unit of GDP (emissions intensity) in 2025 and of 75% in terms of emissions intensity in 2030"," both in relation to 2005.&nbsp;</p> <p>In the period 2004-2012"," Brazil's GDP increased by 32%"," while emissions dropped 52% (GWP-100; IPCC AR5)"," delinking economic growth from emission increase over the period"," while at the same time Brazil lifted more than 23 million people out of poverty.</p> <p>Per capita emissions decreased from 14.4 tCO<sub>2</sub>e (GWP-100; IPCC AR5) in 2004 to an estimated 6.5 tCO<sub>2</sub>e (GWP-100; IPCC AR5)in 2012. At this 2012 level"," Brazil's per capita emissions are already equivalent to what some developed countries have considered fair and ambitious for their average per capita emissions by 2030. Brazil's per capita emissions will decline further to an estimated 6.2 tCO<sub>2</sub>e (GWP-100; IPCC AR5) in 2025 and 5.4 tCO<sub>2</sub>e (GWP-100; IPCC AR5) in 2030 under this contribution.""</p> ","<p>Sources of data used for defining the intensity target:</p> <ol> <li>""Forecast and methodology for forecasting the Gross Domestic Product: chapters IV.1.2 and Appendix 2.2. of the Phase 2 Result Report of MAPS Chile for October 2014.<a title="""" href=""#_ftn1"">[1]</a></li> <li>Forecast and methodology for forecasting the Gross Domestic Product: chapters IV.1.1 and Appendix 2.1. of the Phase 2 Result Report of MAPS Chile for October 2014.</li> <li>Assumptions and methodologies for forecasting fuel and electricity prices: Chapter IV.1.7 and Appendices 2.6"," 2.7"," 2.8"," 2.9 in the Report of Phase 2 Results of MAPS Chile"," October 2014.</li> <li>Methodologies for forecasting energy demand"," sectorial models and macroeconomic models. Report of Phase 2 Results of MAPS Chile"," October 2014.</li> <li>As regards markets"," Chile does not rule out using international GHG emission transaction markets to comply with the commitments assumed under its NDC as documented herein.""</li> </ol> <p><a title="""" href=""#_ftnref1"">[1]</a>&nbsp;http://mapschile.cl/ les/ Resultados_de_Fase_2_ mapschile_2910.pdf</p>","<table border=""1"" cellspacing=""0"" cellpadding=""0""> <tbody> <tr> <td valign=""top""> <p>Indicator</p> </td> <td valign=""top""> <p>India in 2014</p> </td> <td valign=""top""> <p>India in 2030</p> </td> </tr> <tr> <td valign=""top""> <p>GDP at 2011-12 prices (in trillion)</p> </td> <td valign=""top""> <p>INR 106.44 (USD 1.69)</p> </td> <td valign=""top""> <p>INR 397.35 (USD 6.31)</p> </td> </tr> </tbody> </table> <p>Source: &nbsp;Government of India.</p>","Not Specified ","<p>""The current work was undertaken based on a country development model that does not entail significant structural transformations from the current productive mix"," under the assumption of an average inter annual growth of 3% from 2014 to 2030.""</p>","<p>""The mitigation objectives in Uruguay's NDC were defined considering the country's current path of development"," excluding structural transformations in its productive matrix by 2016"," and assuming an average inter annual growth of 0.5% in 2017"," 2% in 2018 and 3% between 2019 and 2025.""</p><p>Also see Uruguay's full NDC submission on ""Definition of the target year and identification of sources for verifying the global objectives for GHG emission intensity regarding GDP.""</p>","<p>Not Applicable but includes the following information: </p><p>""As a developing country and a nation of late industrialization"," Brazil's historical contribution to climate change has been low"," as measured by global mean surface temperature resulting from anthropogenic greenhouse gas emissions. This responsibility is even lower when expressed in per capita terms. Despite this"," the country decided to increase its targets"," demonstrating through concrete actions its commitment to the collective effort to address climate change.""</p>","Not Specified. The following is mentioned"," ""Nationally Determined Contribution implies the intensity of emissions per unit of gross domestic product will be reduced by about forty percent between 2013 and 2030.""","GlobalScore"
"Mitigation","Assumptions and methodological approaches for GHG reduction targets relative to emissions intensity","Not Applicable",19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Mitigation","Assumptions and methodological approaches for GHG reduction targets relative to emissions intensity","Not Specified",15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Mitigation","Assumptions and methodological approaches for GHG reduction targets relative to emissions intensity","GDP (2005) at 2010 prices: S$232.77 billion (Source: Department of Statistics, Singapore)</br>Singapore&rsquo;s GHG emissions per S$GDP (at 2010 prices) in 2030 is projected to be 0.113 kgCO<sub>2</sub>e/S$.",3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"Mitigation","Assumptions and methodological approaches for GHG reduction targets relative to emissions intensity","<p>""Carbon intensity is calculated as the relationship between the total amount of greenhouse gas emissions (expressed in tons of CO<sub>2</sub> equivalent) and the GDP, with 2005 set as a continuous baseline.""</p>",2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"Mitigation","Assumptions and methodological approaches for GHG reduction targets relative to emissions intensity","<p>""Increasing of greenhouse gas emissions depend first of all on growth of energy consumption. The intensive economic growth, accompanied by the growth of production and consumption of energy resources will inevitably lead to further increases in greenhouse gas emissions.""</p><p>""Forecast of the volume of energy consumption in Turkmenistan until 2030 is calculated on the basis of the baseline scenario of economic development. The baseline scenario takes into consideration measures envisaged in the National Program for social-economic development of Turkmenistan for the period 2011-2030 in compliance with needs of the economy, its active modernization and transition to industrial-innovative type of development, targeted programs, laws and regulations adopted in 2007 &ndash; 2014. Under this scenario, in 2030 the total volume of production of primary and secondary energy resources will reach 288 740.4 thousand toe. The production volume of energy resources will increase at 3.76 times as compared to 2012. In 2030, consumption of primary and secondary energy resources will amount to 81 475.9 thousand toe, which is 2.3 times more than in 2012.""</p>",2,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"Mitigation","Assumptions and methodological approaches for GHG reduction targets relative to emissions intensity","<p>GDP in the base year (constant price at 2005): RM 543.578 billion</p>",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Mitigation","Assumptions and methodological approaches for GHG reduction targets relative to emissions intensity","<p>Not Applicablebut includes the following information</p> <p>""Brazil's iNDC corresponds to an estimated reduction of 66% in terms of greenhouse gas emissions per unit of GDP (emissions intensity) in 2025 and of 75% in terms of emissions intensity in 2030, both in relation to 2005.&nbsp;</p> <p>In the period 2004-2012, Brazil's GDP increased by 32%, while emissions dropped 52% (GWP-100; IPCC AR5), delinking economic growth from emission increase over the period, while at the same time Brazil lifted more than 23 million people out of poverty.</p> <p>Per capita emissions decreased from 14.4 tCO<sub>2</sub>e (GWP-100; IPCC AR5) in 2004 to an estimated 6.5 tCO<sub>2</sub>e (GWP-100; IPCC AR5)in 2012. At this 2012 level, Brazil's per capita emissions are already equivalent to what some developed countries have considered fair and ambitious for their average per capita emissions by 2030. Brazil's per capita emissions will decline further to an estimated 6.2 tCO<sub>2</sub>e (GWP-100; IPCC AR5) in 2025 and 5.4 tCO<sub>2</sub>e (GWP-100; IPCC AR5) in 2030 under this contribution.""</p> ",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"Mitigation","Assumptions and methodological approaches for GHG reduction targets relative to emissions intensity","<p>Sources of data used for defining the intensity target:</p> <ol> <li>""Forecast and methodology for forecasting the Gross Domestic Product: chapters IV.1.2 and Appendix 2.2. of the Phase 2 Result Report of MAPS Chile for October 2014.<a title="""" href=""#_ftn1"">[1]</a></li> <li>Forecast and methodology for forecasting the Gross Domestic Product: chapters IV.1.1 and Appendix 2.1. of the Phase 2 Result Report of MAPS Chile for October 2014.</li> <li>Assumptions and methodologies for forecasting fuel and electricity prices: Chapter IV.1.7 and Appendices 2.6, 2.7, 2.8, 2.9 in the Report of Phase 2 Results of MAPS Chile, October 2014.</li> <li>Methodologies for forecasting energy demand, sectorial models and macroeconomic models. Report of Phase 2 Results of MAPS Chile, October 2014.</li> <li>As regards markets, Chile does not rule out using international GHG emission transaction markets to comply with the commitments assumed under its NDC as documented herein.""</li> </ol> <p><a title="""" href=""#_ftnref1"">[1]</a>&nbsp;http://mapschile.cl/ les/ Resultados_de_Fase_2_ mapschile_2910.pdf</p>",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"Mitigation","Assumptions and methodological approaches for GHG reduction targets relative to emissions intensity","<table border=""1"" cellspacing=""0"" cellpadding=""0""> <tbody> <tr> <td valign=""top""> <p>Indicator</p> </td> <td valign=""top""> <p>India in 2014</p> </td> <td valign=""top""> <p>India in 2030</p> </td> </tr> <tr> <td valign=""top""> <p>GDP at 2011-12 prices (in trillion)</p> </td> <td valign=""top""> <p>INR 106.44 (USD 1.69)</p> </td> <td valign=""top""> <p>INR 397.35 (USD 6.31)</p> </td> </tr> </tbody> </table> <p>Source: &nbsp;Government of India.</p>",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Mitigation","Assumptions and methodological approaches for GHG reduction targets relative to emissions intensity","Not Specified ",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
