"global_category","indicator_name","value","count"
"Overview","Non-GHG target","Energy efficiency:""The efficiency of the EU’s final and primary energy consumption will be improved by at least 32.5% by 2030 as compared to an historic baseline.""<br>Renewable energy: ""A new target for increasing renewable energy in final energy consumption has been set to reach at least 32% by 2030, which will represent almost a doubling from 2017 levels""",28
"Overview","Non-GHG target","Not Specified",10
"Overview","Non-GHG target","<p>Renewables will comprise approximately 22%&ndash;24% of Japan's total power generation in 2030. Japan further states that it plans to expand renewable energy introduction to the maximum extent possible and to utilize nuclear power generations whose safety is confirmed.</p>",3
"Overview","Non-GHG target","<p class=""Default"">""Adicionalmente, la Rep&uacute;blica de Honduras se compromete, como objetivo sectorial, a la forestaci&oacute;n/reforestaci&oacute;n de 1 mill&oacute;n de hect&aacute;reas de bosque antes de 2030. Asimismo, a trav&eacute;s de la NAMA de fogones eficientes se espera reducir en un 39% el consumo de le&ntilde;a en las familias, ayudando en la lucha contra la deforestaci&oacute;n.&rdquo;</p> <p>Additionally, the Republic of Honduras is committed to a sectoral target, the afforestation / reforestation of 1 million hectares of forests by 2030. Moreover, through the NAMAs, efficient stoves are expected to reduce the consumption of firewood by families by 39%, helping in the fight against deforestation.</p>",2
"Overview","Non-GHG target","<p>""35% Renewable Energy Target by 2025 and 50% by 2030 based on a mix of geothermal, wind and solar energy sources.""</p>",2
"Overview","Non-GHG target","<p>""A third scenario, Adaptation (annexe 2), which aims, among other things, to restore and develop 5,055 million ha of degraded lands at the 2030 horizon, corresponding to 55% of the total current area of degraded lands in the country and making it possible to feed more than 6 million additional persons at the 2030 horizon. Moreover, these adaptation projects will contribute to a reduction in GHG emissions of 43,707 Gg of CO<sub>2</sub>, i.e. 36.95% when compared to BaU, for an overall investment of US $5,804,949,915.""</p>",2
"Overview","Non-GHG target","<p>""Bhutan will maintain a minimum of 60 percent of total land under forest cover for all time in accordance the Constitution of the Kingdom of Bhutan. Efforts will also be made to maintain current levels of forest cover, which currently stand at 70.46%, through sustainable forest management and conservation of environmental services.""</p>",2
"Overview","Non-GHG target","<p>""By 2030, achieve an energy matrix with 50 MW of electricity from renewable sources both on and off-grid in the public and private sectors.</p> <p>This target includes distributive renewable energy capacity to be used as backup energy by the commercial sector and some residences. The assumption is that the commercial sector has full backup capacity of approx. 20 MW to continue business when electricity via the grid may be interrupted. Backup electricity generation is currently fossil fuel-based.""</p>",2
"Overview","Non-GHG target","<p>""Due to planned actions to ensure sustainable forest management, the forest cover of the country increased by 4.3% since 1990, and currently is continuing to grow. According to the sector-specific forestry development programme, the policy for increasing the resource potential of forests and ensuring the sustainable forest use will be further implemented. In line with the priorities of the National Sustainable Development Strategy of the Republic of Belarus until 2030, measures will be implemented to increase the area under forest from 39.4% in 2013 up to 41% in 2030.</p> <p>Pursuant to the Strategy for the Implementation of the United Nations Convention to Combat Desertification in Those Countries Experiencing Serious Drought and/or Desertification, Particularly in Africa (approved by the Resolution of the Council of Ministers of the Republic of Belarus No.361 of 29.04.2015) the Republic of Belarus in 2015-2030 will ensure the environmental rehabilitation of at least 10,000 ha of damaged bogs, thus increasing the area of restored peatlands to at least 60,000 ha by 2030 and reducing the area of degraded reclaimed land with peat soils up to 190,000 ha by 2030.</p> <p>Persuant to the Strategy of the Implementation of the Convention on Wetlands of International Importance Especially as Waterfowl Habitat (approved by the Resolution of the Council of Ministers of the Republic of Belarus No.177 of 10.02.2009), the Republic of Belarus will undertake measures to conserve the main habitats of the populations of rare and endangered wild animals and plant species living or growing in wetlands, involving an area of at least 30,000 ha of open fen mires, 40,000 ha of floodplain meadows, and 160,000 ha of raised bogs and transitional mires.</p> <p>Persuant to the National Strategy for the Development of the System of Strictly Protected Areas until 2030 (approved by the Resolution of the Council of Ministers of the Republic of Belarus No.649 of 02.07.2014) efforts will be made to ensure further conservation of natural ecosystems, biological and landscape diversity, ensuring ecological balance of natural systems and sustainable use of protected areas covering at least 8.8% of the territory of the country.""</p>",2
"Overview","Non-GHG target","<p>""Ecuador aims to achieve 90% clean energy from hydropower in total electricity production by 2017 and increase the share of renewable energy in the energy matrix further until 2025.""</p><p>""These policies and programs have been translated into forward looking objectives. Through the National Forestry Restoration Program, Ecuador plans to restore 500,000 additional hectares until 2017 and increase this total by 100,000 hectares per year until 2025, counteracting deforestation in the country, contributing to the recuperation of the forest cover and combatting climate change.""</p>",2
