"global_category","indicator_name","value","count"
"Overview","Mitigation costs of implementation of target","n/a",238
"Overview","Mitigation costs of implementation of target","Not Specified",12
"Overview","Mitigation costs of implementation of target","$0.0055 billion",2
"Overview","Mitigation costs of implementation of target","$0.05 billion",2
"Overview","Mitigation costs of implementation of target","$0.18 billion",2
"Overview","Mitigation costs of implementation of target","$0.2 billion by 2020 | $0.5 billion between 2020 and 2030",2
"Overview","Mitigation costs of implementation of target","$0.218 billion",2
"Overview","Mitigation costs of implementation of target","$0.22 billion",2
"Overview","Mitigation costs of implementation of target","$0.309 billion",2
"Overview","Mitigation costs of implementation of target","$0.375 billion",2
"Overview","Mitigation costs of implementation of target","$1.10 billion",2
"Overview","Mitigation costs of implementation of target","$1.38 trillion from 2010 till 2050 (aggregated finance needs from sectoral level)",2
"Overview","Mitigation costs of implementation of target","$1.4 billion",2
"Overview","Mitigation costs of implementation of target","$1.45 billion",2
"Overview","Mitigation costs of implementation of target","$1.5 billion up to 2030",2
"Overview","Mitigation costs of implementation of target","$1.85 billion",2
"Overview","Mitigation costs of implementation of target","$1.867 - 1.960 billion",2
"Overview","Mitigation costs of implementation of target","$10.4 billion",2
"Overview","Mitigation costs of implementation of target","$11.68 billion",2
"Overview","Mitigation costs of implementation of target","$12.54 billion",2
"Overview","Mitigation costs of implementation of target","$14.7 billion",2
"Overview","Mitigation costs of implementation of target","$150 billion by 2030",2
"Overview","Mitigation costs of implementation of target","$17 billion",2
"Overview","Mitigation costs of implementation of target","$17.5 billion",2
"Overview","Mitigation costs of implementation of target","$17.652 billion (for agriculture and energy sector)",2
"Overview","Mitigation costs of implementation of target","$18.4 billion (mitigation only)",2
"Overview","Mitigation costs of implementation of target","$2 billion",2
"Overview","Mitigation costs of implementation of target","$2.248 billion",2
"Overview","Mitigation costs of implementation of target","$24.3 billion (aggregated costs of major mitigation activities)",2
"Overview","Mitigation costs of implementation of target","$3.5 billion",2
"Overview","Mitigation costs of implementation of target","$3.6733 billion (2015-2030) | $5.9558 billion (2030-2050)",2
"Overview","Mitigation costs of implementation of target","$3.710 billion congolese francs between 2014-2025 equivalent to 5.14 billion Euro",2
"Overview","Mitigation costs of implementation of target","$35 billion",2
"Overview","Mitigation costs of implementation of target","$4.2 - 4.5 billion Euro",2
"Overview","Mitigation costs of implementation of target","$5.4 billion",2
"Overview","Mitigation costs of implementation of target","$5.7 billion",2
"Overview","Mitigation costs of implementation of target","$59 million",2
"Overview","Mitigation costs of implementation of target","$6.37 billion",2
"Overview","Mitigation costs of implementation of target","$6.5 billion",2
"Overview","Mitigation costs of implementation of target","$6.62 billion",2
"Overview","Mitigation costs of implementation of target","$60 billion (mitigation only)",2
"Overview","Mitigation costs of implementation of target","$7.06 billion",2
"Overview","Mitigation costs of implementation of target","$7.060 billion",2
"Overview","Mitigation costs of implementation of target","$8.773 Billion",2
"Overview","Mitigation costs of implementation of target","$834 billion until 2030",2
"Overview","Mitigation costs of implementation of target","$9.3 billion",2
"Overview","Mitigation costs of implementation of target","more than $5.5 billion",2
"Overview","Mitigation costs of implementation of target","US$99 million (mitigation only)",2
"Overview","Mitigation costs of implementation of target","""Financing needs for implementation of mitigation measures towards the 2030 conditional targets have been estimated in table below and amount to USD 4,762 Million in total.""",1
"Overview","Mitigation costs of implementation of target","""Significant decarbonisation of the economy, especially power sector, with investments of approx. BAM 17 billion in the period until 2030, which is over 5% of GDP""<br>""1 euro = 1.95583 BAM, Central Bank of BiH, October 2020""",1
"Overview","Mitigation costs of implementation of target","""The cost of achieving Nepal's NDC conditional mitigation targets is estimated to be USD 25 billion. The cost of achieving unconditional targets outlined in the NDC is estimated to be USD 3.4 billion.""",1
"Overview","Mitigation costs of implementation of target","""The indicative cost for Grenada’s identified NDC mitigation measures through 2030 is between $984.9 and $1,054.5 Million USD.""",1
"Overview","Mitigation costs of implementation of target","""USD $368 million (at 2020 prices)""",1
"Overview","Mitigation costs of implementation of target","$1.086 billion (mitigation only; funding needs: $0.694 billion)",1
"Overview","Mitigation costs of implementation of target","$10.6 billion",1
"Overview","Mitigation costs of implementation of target","$2.492 billion",1
"Overview","Mitigation costs of implementation of target","$34.68 billion",1
"Overview","Mitigation costs of implementation of target","$4.9-5.1 billion",1
"Overview","Mitigation costs of implementation of target","$50 billion",1
"Overview","Mitigation costs of implementation of target","$6.04233 billion",1
"Overview","Mitigation costs of implementation of target","$6.8 billion",1
"Overview","Mitigation costs of implementation of target","$70 billion",1
"Overview","Mitigation costs of implementation of target","1000 Mio Euro",1
"Overview","Mitigation costs of implementation of target","17,725 Million USD",1
"Overview","Mitigation costs of implementation of target","173.6 Million USD (tentative cost)",1
"Overview","Mitigation costs of implementation of target","40",1
"Overview","Mitigation costs of implementation of target","5.7706 billion USD",1
"Overview","Mitigation costs of implementation of target","8916950000",1
"Overview","Mitigation costs of implementation of target","Meeting the conditional target requires an overall investment estimated at 0.59 billion US$ between 2015 and 2030.",1
"Overview","Mitigation costs of implementation of target","Not Available",1
"Overview","Mitigation costs of implementation of target","Not Specified. The following is mentioned, ""The financing needs assessment is part of the National Implementation Plan for 2021-2030 NDC, which is under preparation;""",1
"Overview","Mitigation costs of implementation of target","Only conditional part is specified: ""30 billion US$ are estimated to reach this additional GHG reduction target""",1
"Overview","Mitigation costs of implementation of target","US$281,329,880,000",1
"Overview","Mitigation costs of implementation of target","US$6.3 billion for mitigation",1
