"global_category","indicator_name","value","count"
"Sectoral Information","Sectoral Unconditional Actions","Appoint a lead body to coordinate the public health preparedness for and response to climate change",3
"Sectoral Information","Sectoral Unconditional Actions","Build adaptation capacity in climate resilient agronomic practices for smallholder farmers",3
"Sectoral Information","Sectoral Unconditional Actions","Conservation measures and efficient water use (for irrigation, in industry) |Increase water storage capacity",3
"Sectoral Information","Sectoral Unconditional Actions","Continuous monitoring and research of climate change impacts, related social and economic vulnerability, and periodic updating of climate scenarios |Create a climate change database (national system of statistics collection/monitoring, reporting, to assure adequate management of electronic databases for periodic hydro- meteorological and climate information and other data needed to assess climate risks and impacts) |Improve the availability and applicability of modeling and adaptation options to be used by farmers (provide data and results on the reaction of water resource to possible climate change scenarios, promote the use of GIS technology, etc.) |Improved flood forecasting",3
"Sectoral Information","Sectoral Unconditional Actions","Create tools for risk and crisis management to cope with the economic consequences of climate related events (referecen to agriculture)",3
"Sectoral Information","Sectoral Unconditional Actions","Develop integrated assessments of environmental, economic and health impacts of climate change |Improved medical access for remote communities and vulnerable groups assessing the risk for the emergence of new, unfamiliar diseases and health impacts, etc.",3
"Sectoral Information","Sectoral Unconditional Actions","Develop technical solutions to cope with extreme weather events, to protect the livestock |Improve ventilation and air conditioning systems of livestock farms |Introduce livestock species resilient to extreme temperatures and adapt the nutritional regime of livestock to demands caused by climate change",3
"Sectoral Information","Sectoral Unconditional Actions","Develop the institutional framework in the field of climate change adaptation |Mainstream climate change adaptation in the sectoral policies of national economy |Develop the communication and the institutional cooperation in view of implementing adaptation policies |Raise the awareness of all stakeholders on climate change risks and adaptation measures.",3
"Sectoral Information","Sectoral Unconditional Actions","Drainage for urban and non-urban areas|Improving natural and mechanical infrastructure such as dikes and river defenses",3
"Sectoral Information","Sectoral Unconditional Actions","Identify vulnerable areas and subsectors, assess the needs and opportunities of alternative crops, and change varieties as a response to climate change |Support agricultural research and experimental production for the selection of crops and development of the best varieties that are better suited to the new climate conditions |Choose crops and varieties better adapted to changes in the growing season and to water availability, as well as greater resilience to new climate conditions |Develop technical solutions to cope with extreme weather events, to protect the crops |Crops adaptation by using the existing genetic diversity and new opportunities provided by biotechnology  |Increase the efficiency of pest and disease control |Use research to combat current vulnerabilities and change crops structure promoting an agriculture less exposed to climate change |Encourage crop/farm insurance |Develop infrastructure and technologies needed for local interventions to combat extreme weather events to protect crops",3
"Sectoral Information","Sectoral Unconditional Actions","Improve robustness of pipelines and other distribution infrastructure",3
"Sectoral Information","Sectoral Unconditional Actions","Improve robustness of pipelines and other transmission infrastructure",3
"Sectoral Information","Sectoral Unconditional Actions","Improve the capacities for the adaptation to climate change effects through raising the awareness of stakeholders with agricultural advice and essential information on farm management |Adapting of periods during which agricultural activities are carried out",3
"Sectoral Information","Sectoral Unconditional Actions","Improve treatment of wastewater and domestic water",3
"Sectoral Information","Sectoral Unconditional Actions","Improved soil management by increasing water retention to maintain the soil moisture |Landscape management by maintaining landscape elements that provide shelter to livestock | Popularization of new technologies addressing soil structure stability and soil treatment for enlarging the active layer of the root zone for enlarging water uptake |Developing and implementing plans for land improvement that would increase the precipitation likelihood (including afforestation, water surfaces, etc.)",3
"Sectoral Information","Sectoral Unconditional Actions","Improvements to water resources management",3
"Sectoral Information","Sectoral Unconditional Actions","Increase awareness of medical professionals, public and the most vulnerable groups",3
"Sectoral Information","Sectoral Unconditional Actions","Increase the forest cover",3
"Sectoral Information","Sectoral Unconditional Actions","Instituting measures towards increasing ecosystem resilience to ensure these naturally adapt to the changing climate",3
